sensor_index,sensor_id,timestamp_since_poweron,real_time_clock,temperature,pressure,relative_humidity,resistance_gassensor,heater_profile_step_index,scanning_mode_enabled,label_tag,error_code
0,1903370310,299185,1642222468,44.809483,991.95575,23.298824,101803496,1,1,0,0
3,1903384649,299189,1642222468,46.154556,991.925964,21.927256,102400000,1,1,0,0
1,1903376405,300602,1642222469,43.979145,992.182312,23.299965,102400000,2,1,0,0
2,1903386950,300606,1642222469,44.70174,991.709167,21.965349,59028148,2,1,0,0
4,1903401543,300611,1642222469,46.785931,991.480164,20.32922,102400000,2,1,0,0
5,1903406917,300614,1642222469,46.456631,991.663269,20.615965,102400000,2,1,0,0
6,1903394118,300618,1642222469,48.063999,991.685059,19.189611,102400000,2,1,0,0
7,1903382597,300622,1642222469,47.5452,991.624512,19.608397,74282800,2,1,0,0
0,1903370310,300625,1642222469,43.786304,991.901917,23.126404,90238896,2,1,0,0
3,1903384649,300629,1642222469,45.010574,991.879272,21.750877,102400000,2,1,0,0
1,1903376405,304780,1642222473,43.712311,992.170837,23.613197,102400000,3,1,0,0
2,1903386950,304785,1642222473,44.451324,991.691284,22.270031,47524292,3,1,0,0
4,1903401543,304789,1642222473,46.487408,991.501709,20.636433,102400000,3,1,0,0
5,1903406917,304793,1642222473,46.14846,991.64325,20.909084,102400000,3,1,0,0
6,1903394118,304796,1642222473,47.780266,991.654968,19.512131,83591840,3,1,0,0
7,1903382597,304800,1642222473,47.267799,991.650208,19.919456,59551112,3,1,0,0
0,1903370310,304804,1642222473,43.584194,991.88739,23.442181,75307096,3,1,0,0
3,1903384649,304807,1642222473,44.662079,991.878906,22.068439,102400000,3,1,0,0
1,1903376405,305436,1642222474,44.434776,992.150391,23.734243,5160315,4,1,0,0
2,1903386950,305440,1642222474,45.139332,991.683899,22.387012,2852367.75,4,1,0,0
4,1903401543,305444,1642222474,47.2425,991.454041,20.786461,8070936,4,1,0,0
5,1903406917,305448,1642222474,46.882561,991.662292,21.019918,8777927,4,1,0,0
7,1903382597,305453,1642222474,47.982933,991.589111,20.022444,3473394,4,1,0,0
0,1903370310,305457,1642222474,44.289047,991.874573,23.563128,3886148,4,1,0,0
3,1903384649,305461,1642222474,45.429779,991.868652,22.206985,5616729.5,4,1,0,0
6,1903394118,305590,1642222474,48.505924,991.615784,19.59886,3942252.25,4,1,0,0
1,1903376405,306136,1642222474,44.701611,992.157166,23.749737,4607424,5,1,0,0
2,1903386950,306140,1642222474,45.407452,991.703491,22.401541,2546471.75,5,1,0,0
4,1903401543,306144,1642222475,47.525974,991.464661,20.768688,7217621,5,1,0,0
5,1903406917,306148,1642222475,47.16568,991.663635,21.045443,8041227,5,1,0,0
7,1903382597,306154,1642222475,48.262875,991.611389,20.036215,3158057,5,1,0,0
0,1903370310,306157,1642222475,44.526527,991.869507,23.570507,3524957,5,1,0,0
3,1903384649,306161,1642222475,45.725246,991.896545,22.174248,5050555,5,1,0,0
6,1903394118,306291,1642222475,48.799706,991.659058,19.651329,3566391,5,1,0,0
1,1903376405,306836,1642222475,44.824959,992.183899,23.721558,4229220.5,6,1,0,0
2,1903386950,306840,1642222475,45.518745,991.709839,22.376863,2363531.5,6,1,0,0
4,1903401543,306844,1642222475,47.658932,991.477234,20.734877,6646653,6,1,0,0
5,1903406917,306848,1642222475,47.295963,991.665344,21.017233,7484696,6,1,0,0
7,1903382597,306854,1642222475,48.397758,991.632996,20.007462,2849391.25,6,1,0,0
0,1903370310,306858,1642222475,44.630108,991.884888,23.512051,3230921,6,1,0,0
3,1903384649,306862,1642222475,45.856564,991.874756,22.183994,4591928.5,6,1,0,0
6,1903394118,306992,1642222475,48.917717,991.642456,19.675652,3305225,6,1,0,0
1,1903376405,307536,1642222476,45.298222,992.18988,23.720812,547740.0625,7,1,0,0
2,1903386950,307540,1642222476,46.00946,991.663818,22.347527,363765.5313,7,1,0,0
4,1903401543,307544,1642222476,48.148117,991.482239,20.715391,792263.0625,7,1,0,0
5,1903406917,307548,1642222476,47.784534,991.63623,21.003847,832351.125,7,1,0,0
7,1903382597,307555,1642222476,48.901665,991.649597,19.976849,436673.7813,7,1,0,0
0,1903370310,307559,1642222476,45.082329,991.854736,23.519495,449319.875,7,1,0,0
3,1903384649,307563,1642222476,46.341434,991.864807,22.236506,651192.375,7,1,0,0
6,1903394118,307691,1642222476,49.419914,991.644104,19.617046,474623.4063,7,1,0,0
1,1903376405,308236,1642222477,45.537365,992.206604,23.64756,633075.75,8,1,0,0
2,1903386950,308240,1642222477,46.257347,991.668884,22.283484,430071.4063,8,1,0,0
4,1903401543,308244,1642222477,48.393963,991.490356,20.640839,957233,8,1,0,0
5,1903406917,308248,1642222477,48.042599,991.6474,20.947155,941392.8125,8,1,0,0
7,1903382597,308255,1642222477,49.161255,991.647034,19.918552,498175.625,8,1,0,0
0,1903370310,308259,1642222477,45.284443,991.851562,23.446447,531120.3125,8,1,0,0
3,1903384649,308263,1642222477,46.611649,991.879456,22.114216,745812.0625,8,1,0,0
6,1903394118,308392,1642222477,49.665989,991.651611,19.541035,532778.375,8,1,0,0
1,1903376405,308949,1642222477,45.665749,992.206543,23.538551,683122.0625,9,0,0,0
2,1903386950,308965,1642222477,46.398998,991.695862,22.183964,469401.7813,9,0,0,0
4,1903401543,308981,1642222477,48.536957,991.497009,20.559011,1061414.875,9,0,0,0
5,1903406917,308997,1642222477,48.18792,991.664185,20.855583,1017134.313,9,0,0,0
6,1903394118,309014,1642222477,49.804092,991.659485,19.419558,567313,9,0,0,0
7,1903382597,309030,1642222477,49.296139,991.626953,19.802755,534446.75,9,0,0,0
0,1903370310,309046,1642222477,45.398129,991.84967,23.355423,561249.6875,9,0,0,0
3,1903384649,309062,1642222477,46.760647,991.887451,22.037661,787692.3125,9,0,0,0
1,1903376405,309765,1642222478,45.703514,992.208679,23.40629,717589.375,0,1,0,0
2,1903386950,309769,1642222478,46.302879,991.662415,22.050327,480638.3438,0,1,0,0
4,1903401543,309773,1642222478,48.474239,991.478027,20.419569,1111533.25,0,1,0,0
5,1903406917,309777,1642222478,48.275612,991.656799,20.684891,1047570.313,0,1,0,0
7,1903382597,309782,1642222478,49.34449,991.623108,19.686541,558038.125,0,1,0,0
6,1903394118,309919,1642222478,49.912064,991.67688,19.290646,588336.6875,0,1,0,0
0,1903370310,309925,1642222478,45.494133,991.84552,23.202076,600762.6875,0,1,0,0
3,1903384649,309929,1642222478,46.884392,991.888733,21.844318,819363.875,0,1,0,0
1,1903376405,310046,1642222478,45.255424,992.219299,23.295942,102400000,1,1,0,0
2,1903386950,310049,1642222478,45.931049,991.753174,21.945993,65881880,1,1,0,0
4,1903401543,310053,1642222478,48.072857,991.51886,20.321491,102400000,1,1,0,0
5,1903406917,310057,1642222478,47.799568,991.682495,20.597845,102400000,1,1,0,0
7,1903382597,310062,1642222478,48.891487,991.707031,19.596193,85892528,1,1,0,0
6,1903394118,310199,1642222479,49.394802,991.720703,19.201792,102400000,1,1,0,0
0,1903370310,310205,1642222479,45.031803,991.911804,23.116695,102400000,1,1,0,0
3,1903384649,310209,1642222479,46.376793,991.915039,21.763342,102400000,1,1,0,0
1,1903376405,311445,1642222480,44.195633,992.137817,23.128315,102400000,2,1,0,0
2,1903386950,311449,1642222480,44.92939,991.695129,21.801447,59148016,2,1,0,0
4,1903401543,311453,1642222480,47.014214,991.489807,20.189177,102400000,2,1,0,0
5,1903406917,311457,1642222480,46.677113,991.669983,20.444778,102400000,2,1,0,0
7,1903382597,311463,1642222480,47.766609,991.637939,19.455788,75829912,2,1,0,0
3,1903384649,311469,1642222480,45.235329,991.846619,21.571354,102400000,2,1,0,0
6,1903394118,311599,1642222480,48.277428,991.65802,19.035856,102400000,2,1,0,0
0,1903370310,311606,1642222480,44.003571,991.887451,22.949926,100284624,2,1,0,0
1,1903376405,315645,1642222484,43.923763,992.15271,23.419495,102400000,3,1,0,0
2,1903386950,315649,1642222484,44.663795,991.682861,22.050148,47627908,3,1,0,0
4,1903401543,315653,1642222484,46.700638,991.467224,20.489931,102400000,3,1,0,0
5,1903406917,315657,1642222484,46.36393,991.656433,20.742802,102400000,3,1,0,0
7,1903382597,315662,1642222484,47.481575,991.621277,19.760855,60042144,3,1,0,0
0,1903370310,315667,1642222484,43.79388,991.890137,23.226315,76360032,3,1,0,0
3,1903384649,315671,1642222484,44.884308,991.871155,21.904972,102400000,3,1,0,0
6,1903394118,315799,1642222484,47.991184,991.647644,19.211874,85305568,3,1,0,0
1,1903376405,316345,1642222485,44.656303,992.155273,23.546324,5165195.5,4,1,0,0
2,1903386950,316349,1642222485,45.341682,991.665466,22.176897,2849391.25,4,1,0,0
4,1903401543,316353,1642222485,47.458241,991.457092,20.59127,8041227,4,1,0,0
5,1903406917,316357,1642222485,47.100536,991.6521,20.869511,8813341,4,1,0,0
7,1903382597,316362,1642222485,48.209435,991.61554,19.869797,3497865,4,1,0,0
0,1903370310,316367,1642222485,44.493683,991.854431,23.34642,3908397,4,1,0,0
3,1903384649,316371,1642222485,45.646961,991.873352,21.949982,5605200,4,1,0,0
6,1903394118,316499,1642222485,48.739441,991.643738,19.375439,3985405,4,1,0,0
1,1903376405,317045,1642222485,44.908031,992.147949,23.571323,4634795,5,1,0,0
2,1903386950,317049,1642222485,45.619926,991.697815,22.197527,2556006.25,5,1,0,0
4,1903401543,317053,1642222485,47.741718,991.485535,20.605753,7299621.5,5,1,0,0
5,1903406917,317057,1642222485,47.378643,991.637573,20.867802,8088867,5,1,0,0
7,1903382597,317062,1642222485,48.481743,991.632629,19.877514,3187548.75,5,1,0,0
0,1903370310,317067,1642222485,44.738743,991.875671,23.365349,3543252.5,5,1,0,0
3,1903384649,317071,1642222485,45.934853,991.849365,22.058584,4999695,5,1,0,0
6,1903394118,317199,1642222486,49.008114,991.623474,19.436886,3538661,5,1,0,0
1,1903376405,317745,1642222486,45.03138,992.196228,23.543121,4265556,6,1,0,0
2,1903386950,317750,1642222486,45.74387,991.708679,22.173763,2351320.25,6,1,0,0
4,1903401543,317753,1642222486,47.874672,991.472534,20.561119,6666938,6,1,0,0
5,1903406917,317757,1642222486,47.506424,991.653198,20.834028,7525953,6,1,0,0
7,1903382597,317763,1642222486,48.606449,991.653992,19.848038,2867343.25,6,1,0,0
0,1903370310,317767,1642222486,44.844849,991.864014,23.334778,3230921,6,1,0,0
3,1903384649,317771,1642222486,46.068695,991.871094,22.035683,4561247,6,1,0,0
6,1903394118,317900,1642222486,49.136173,991.633728,19.374781,3349826.25,6,1,0,0
1,1903376405,318445,1642222487,45.50716,992.191467,23.526169,547740.0625,7,1,0,0
2,1903386950,318449,1642222487,46.226997,991.671326,22.149168,362606.2188,7,1,0,0
4,1903401543,318453,1642222487,48.356335,991.485046,20.562529,796887.1875,7,1,0,0
5,1903406917,318457,1642222487,47.989983,991.645691,20.820084,830326.375,7,1,0,0
7,1903382597,318463,1642222487,49.1129,991.623779,19.833719,436673.7813,7,1,0,0
0,1903370310,318467,1642222487,45.286964,991.85553,23.302464,456836.9375,7,1,0,0
3,1903384649,318471,1642222487,46.563667,991.853699,21.984768,652437.0625,7,1,0,0
6,1903394118,318600,1642222487,49.625813,991.632629,19.440256,474293.6563,7,1,0,0
1,1903376405,319145,1642222488,45.741272,992.20343,23.441671,641403.0625,8,1,0,0
2,1903386950,319149,1642222488,46.479942,991.702454,22.079945,435004.25,8,1,0,0
4,1903401543,319153,1642222488,48.60218,991.507263,20.477125,955223.875,8,1,0,0
5,1903406917,319157,1642222488,48.258072,991.691101,20.780128,938803.5625,8,1,0,0
7,1903382597,319163,1642222488,49.369942,991.645752,19.769753,503317.7813,8,1,0,0
0,1903370310,319167,1642222488,45.504234,991.863281,23.252739,531120.3125,8,1,0,0
3,1903384649,319171,1642222488,46.833885,991.893127,21.944551,738550.3125,8,1,0,0
6,1903394118,319300,1642222488,49.879421,991.666321,19.353806,535284.875,8,1,0,0
1,1903376405,319858,1642222488,45.874691,992.160767,23.34391,689330.1875,9,0,0,0
2,1903386950,319874,1642222488,46.608944,991.694031,21.952026,469079.25,9,0,0,0
4,1903401543,319890,1642222488,48.745174,991.497498,20.389898,1054040.125,9,0,0,0
5,1903406917,319906,1642222488,48.39838,991.676208,20.672125,1002938.313,9,0,0,0
6,1903394118,319922,1642222488,50.015015,991.664673,19.270302,564965.5,9,0,0,0
7,1903382597,319938,1642222488,49.499737,991.658813,19.664492,537391.75,9,0,0,0
0,1903370310,319955,1642222488,45.607819,991.872742,23.144339,573508.8125,9,0,0,0
3,1903384649,319971,1642222488,46.980354,991.898621,21.834974,790428.375,9,0,0,0
1,1903376405,320674,1642222489,45.859585,992.16864,23.202265,716835.8125,0,1,0,0
2,1903386950,320678,1642222489,46.467293,991.694275,21.82074,481995.75,0,1,0,0
4,1903401543,320682,1642222489,48.627266,991.490051,20.257534,1100779.375,0,1,0,0
5,1903406917,320686,1642222489,48.420929,991.646484,20.614769,1044365.125,0,1,0,0
7,1903382597,320692,1642222489,49.499737,991.644348,19.534191,553962.6875,0,1,0,0
3,1903384649,320698,1642222489,47.106625,991.895081,21.658327,823813.375,0,1,0,0
6,1903394118,320829,1642222489,50.125496,991.676941,19.152466,593451.1875,0,1,0,0
0,1903370310,320835,1642222489,45.691189,991.870422,23.006744,600762.6875,0,1,0,0
1,1903376405,320954,1642222489,45.426601,992.228088,23.109566,102400000,1,1,0,0
2,1903386950,320959,1642222489,46.105583,991.713501,21.744879,66635484,1,1,0,0
4,1903401543,320962,1642222489,48.23592,991.520508,20.149609,102400000,1,1,0,0
5,1903406917,320966,1642222489,47.962425,991.668884,20.454187,102400000,1,1,0,0
7,1903382597,320972,1642222489,49.056908,991.694519,19.444763,85892528,1,1,0,0
3,1903384649,320978,1642222489,46.609123,991.900513,21.643843,102400000,1,1,0,0
6,1903394118,321109,1642222489,49.580616,991.671875,19.051142,102400000,1,1,0,0
0,1903370310,321115,1642222489,45.236443,991.919983,22.894579,102400000,1,1,0,0
1,1903376405,322354,1642222491,44.399536,992.143188,22.918148,102400000,2,1,0,0
2,1903386950,322358,1642222491,45.126682,991.693787,21.602581,58908764,2,1,0,0
4,1903401543,322362,1642222491,47.199852,991.47113,20.030113,102400000,2,1,0,0
5,1903406917,322366,1642222491,46.867531,991.657471,20.287523,102400000,2,1,0,0
7,1903382597,322372,1642222491,47.96257,991.630188,19.306887,74663632,2,1,0,0
3,1903384649,322379,1642222491,45.444931,991.857239,21.401653,102400000,2,1,0,0
6,1903394118,322509,1642222491,48.475792,991.632324,18.897352,102400000,2,1,0,0
0,1903370310,322515,1642222491,44.208206,991.862183,22.717474,97270504,2,1,0,0
1,1903376405,326554,1642222495,44.122631,992.171875,23.235661,102400000,3,1,0,0
2,1903386950,326558,1642222495,44.861092,991.679993,21.883987,47318412,3,1,0,0
4,1903401543,326562,1642222495,46.898819,991.46936,20.342392,102400000,3,1,0,0
5,1903406917,326566,1642222495,46.55685,991.655518,20.580307,102400000,3,1,0,0
7,1903382597,326573,1642222495,47.66481,991.600525,19.611025,59470056,3,1,0,0
3,1903384649,326578,1642222495,45.091385,991.863708,21.718662,102400000,3,1,0,0
6,1903394118,326709,1642222495,48.187035,991.6521,19.046158,93522656,3,1,0,0
0,1903370310,326715,1642222495,43.993462,991.895264,22.822439,78065512,3,1,0,0
1,1903376405,327255,1642222496,44.850136,992.154602,23.367109,5126408,4,1,0,0
2,1903386950,327259,1642222496,45.559216,991.68457,21.995436,2843457.25,4,1,0,0
4,1903401543,327262,1642222496,47.653915,991.456238,20.443239,7970810,4,1,0,0
5,1903406917,327266,1642222496,47.293457,991.637878,20.70665,8770878,4,1,0,0
7,1903382597,327272,1642222496,48.39267,991.617493,19.730476,3486699.25,4,1,0,0
3,1903384649,327278,1642222496,45.846462,991.860229,21.860943,5610959,4,1,0,0
6,1903394118,327409,1642222496,48.922741,991.600525,19.273619,4014702.25,4,1,0,0
0,1903370310,327415,1642222496,44.708427,991.887878,23.091928,3936569,4,1,0,0
1,1903376405,327954,1642222496,45.122005,992.205383,23.371965,4615211.5,5,1,0,0
2,1903386950,327959,1642222496,45.817223,991.686951,22.014446,2558401,5,1,0,0
4,1903401543,327962,1642222496,47.934883,991.465942,20.468231,7222393.5,5,1,0,0
5,1903406917,327966,1642222496,47.589104,991.662781,20.732828,8000000,5,1,0,0
7,1903382597,327972,1642222496,48.670071,991.624512,19.743864,3152588,5,1,0,0
0,1903370310,327976,1642222496,44.933273,991.828125,23.158926,3538661,5,1,0,0
3,1903384649,327980,1642222496,46.139404,991.858398,21.876982,5027309,5,1,0,0
6,1903394118,328109,1642222496,49.201458,991.626465,19.417217,3620773.5,5,1,0,0
1,1903376405,328654,1642222497,45.232769,992.180359,23.348156,4258903,6,1,0,0
2,1903386950,328659,1642222497,45.936104,991.692871,21.979298,2347278,6,1,0,0
4,1903401543,328662,1642222497,48.072857,991.475464,20.423927,6634541.5,6,1,0,0
5,1903406917,328666,1642222497,47.70937,991.664062,20.714552,7515596.5,6,1,0,0
7,1903382597,328672,1642222497,48.794777,991.651245,19.708941,2843457.25,6,1,0,0
0,1903370310,328676,1642222497,45.039379,991.84375,23.122808,3230921,6,1,0,0
3,1903384649,328680,1642222497,46.270725,991.870422,21.842937,4546060,6,1,0,0
6,1903394118,328809,1642222497,49.337051,991.657471,19.29034,3345721.75,6,1,0,0
1,1903376405,329354,1642222498,45.703514,992.18866,23.330629,545551.4375,7,1,0,0
2,1903386950,329359,1642222498,46.429352,991.686157,21.982735,362991.8438,7,1,0,0
4,1903401543,329362,1642222498,48.546989,991.480652,20.397657,790428.375,7,1,0,0
5,1903406917,329366,1642222498,48.195435,991.653076,20.679232,841067.75,7,1,0,0
7,1903382597,329372,1642222498,49.296139,991.617859,19.699545,435004.25,7,1,0,0
0,1903370310,329377,1642222498,45.491604,991.848816,23.163099,459914.6563,7,1,0,0
3,1903384649,329380,1642222498,46.763172,991.882629,21.829933,651814.125,7,1,0,0
6,1903394118,329509,1642222498,49.814137,991.637878,19.333097,473964.375,7,1,0,0
1,1903376405,330054,1642222498,45.945179,992.161987,23.279116,634841.9375,8,1,0,0
2,1903386950,330059,1642222498,46.677238,991.665466,21.913094,432523.75,8,1,0,0
4,1903401543,330062,1642222498,48.797859,991.487244,20.328768,951230.8125,8,1,0,0
5,1903406917,330066,1642222498,48.445984,991.656921,20.611176,936228.5625,8,1,0,0
7,1903382597,330072,1642222498,49.545547,991.623901,19.618715,500000,8,1,0,0
0,1903370310,330076,1642222498,45.698769,991.884094,23.057158,530707.4375,8,1,0,0
3,1903384649,330080,1642222498,47.030865,991.883667,21.762115,740151.8125,8,1,0,0
6,1903394118,330209,1642222499,50.070255,991.662537,19.323015,531948.0625,8,1,0,0
1,1903376405,330767,1642222499,46.071045,992.168579,23.175386,688634.8125,9,0,0,0
2,1903386950,330783,1642222499,46.803715,991.656311,21.817993,466514.8125,9,0,0,0
4,1903401543,330799,1642222499,48.940849,991.482727,20.246931,1061414.875,9,0,0,0
5,1903406917,330815,1642222499,48.591305,991.669983,20.524969,1005893.938,9,0,0,0
6,1903394118,330831,1642222499,50.205849,991.675354,19.076187,569680.125,9,0,0,0
7,1903382597,330848,1642222499,49.695702,991.618713,19.509417,535284.875,9,0,0,0
0,1903370310,330864,1642222499,45.802353,991.873474,22.970961,573027.4375,9,0,0,0
3,1903384649,330880,1642222499,47.179863,991.902161,21.658216,799687.625,9,0,0,0
1,1903376405,331583,1642222500,46.055943,992.165527,23.023052,716083.9375,0,1,0,0
2,1903386950,331587,1642222500,46.669655,991.674561,21.654446,480977,0,1,0,0
4,1903401543,331591,1642222500,48.840508,991.478882,20.08893,1101667.625,0,1,0,0
5,1903406917,331595,1642222500,48.606339,991.649536,20.344019,1039593.938,0,1,0,0
7,1903382597,331601,1642222500,49.680431,991.598022,19.383596,553513.5,0,1,0,0
0,1903370310,331604,1642222500,45.860462,991.873657,22.842573,601821.9375,0,1,0,0
3,1903384649,331608,1642222500,47.270775,991.90387,21.539165,828311.4375,0,1,0,0
6,1903394118,331738,1642222500,50.316334,991.680237,19.018223,593967.5,0,1,0,0
1,1903376405,331864,1642222500,45.607853,992.209656,22.918665,102400000,1,1,0,0
2,1903386950,331868,1642222500,46.305408,991.734985,21.578588,65683788,1,1,0,0
4,1903401543,331871,1642222500,48.444138,991.541138,20.007799,102400000,1,1,0,0
5,1903406917,331875,1642222500,48.167873,991.676392,20.318865,102400000,1,1,0,0
7,1903382597,331881,1642222500,49.245239,991.685974,19.316551,86061720,1,1,0,0
0,1903370310,331885,1642222500,45.420864,991.923523,22.764944,100169656,1,1,0,0
3,1903384649,331889,1642222500,46.796001,991.908936,21.43375,102400000,1,1,0,0
6,1903394118,332018,1642222500,49.784004,991.711853,18.907093,102400000,1,1,0,0
1,1903376405,333263,1642222502,44.595886,992.161255,22.75046,102400000,2,1,0,0
2,1903386950,333267,1642222502,45.316391,991.701355,21.446941,58436024,2,1,0,0
4,1903401543,333271,1642222502,47.398033,991.433044,19.882662,102400000,2,1,0,0
5,1903406917,333275,1642222502,47.062954,991.626221,20.146606,102400000,2,1,0,0
7,1903382597,333281,1642222502,48.145805,991.641296,19.178738,75048384,2,1,0,0
0,1903370310,333285,1642222502,44.392632,991.881042,22.588207,89316528,2,1,0,0
3,1903384649,333290,1642222502,45.63686,991.841003,21.24159,102400000,2,1,0,0
6,1903394118,333418,1642222502,48.666626,991.663879,18.763769,102400000,2,1,0,0
1,1903376405,337463,1642222506,44.313946,992.132996,23.078213,102400000,3,1,0,0
2,1903386950,337467,1642222506,45.045738,991.666931,21.744291,46962380,3,1,0,0
4,1903401543,337471,1642222506,47.089474,991.482422,20.194351,102400000,3,1,0,0
5,1903406917,337475,1642222506,46.742256,991.676208,20.45463,102400000,3,1,0,0
7,1903382597,337481,1642222506,47.845501,991.613403,19.498863,59028148,3,1,0,0
0,1903370310,337485,1642222506,44.175362,991.868652,22.87475,74919688,3,1,0,0
3,1903384649,337489,1642222506,45.285835,991.855225,21.564129,102400000,3,1,0,0
6,1903394118,337618,1642222506,48.367821,991.649963,19.155502,96305656,3,1,0,0
1,1903376405,338163,1642222507,45.049004,992.176331,23.193741,5102460.5,4,1,0,0
2,1903386950,338167,1642222507,45.751457,991.684998,21.856022,2846421.25,4,1,0,0
4,1903401543,338171,1642222507,47.842064,991.479187,20.305475,8035311.5,4,1,0,0
5,1903406917,338175,1642222507,47.481369,991.62262,20.575539,8721853,4,1,0,0
7,1903382597,338181,1642222507,48.575905,991.62677,19.596586,3493390.25,4,1,0,0
0,1903370310,338185,1642222507,44.882744,991.845276,23.016821,3883384.75,4,1,0,0
3,1903384649,338189,1642222507,46.043442,991.862244,21.717155,5537005.5,4,1,0,0
6,1903394118,338318,1642222507,49.098507,991.604248,19.241859,3997072.5,4,1,0,0
1,1903376405,338863,1642222507,45.315842,992.198792,23.225073,4572704.5,5,1,0,0
2,1903386950,338867,1642222507,46.00946,991.671082,21.86397,2544099.5,5,1,0,0
4,1903401543,338871,1642222507,48.123028,991.47583,20.314196,7275311,5,1,0,0
5,1903406917,338875,1642222507,47.777016,991.677917,20.580217,8106878,5,1,0,0
7,1903382597,338881,1642222507,48.855858,991.655457,19.610052,3165378.75,5,1,0,0
0,1903370310,338885,1642222507,45.125278,991.867554,23.024296,3475604.5,5,1,0,0
3,1903384649,338889,1642222507,46.333858,991.852539,21.732904,4954339.5,5,1,0,0
6,1903394118,339018,1642222507,49.394802,991.650757,19.131176,3640080,5,1,0,0
1,1903376405,339563,1642222508,45.42157,992.192627,23.184671,4209661,6,1,0,0
2,1903386950,339567,1642222508,46.128345,991.664429,21.845263,2343249.5,6,1,0,0
4,1903401543,339571,1642222508,48.253479,991.503784,20.274736,6675086.5,6,1,0,0
5,1903406917,339575,1642222508,47.892269,991.665283,20.550867,7469341,6,1,0,0
7,1903382597,339581,1642222508,48.972923,991.635681,19.580008,2855350.25,6,1,0,0
0,1903370310,339585,1642222508,45.231388,991.864746,22.988171,3200625,6,1,0,0
3,1903384649,339589,1642222508,46.472755,991.867798,21.699392,4538504,6,1,0,0
6,1903394118,339718,1642222508,49.517841,991.658203,19.23715,3391430.25,6,1,0,0
1,1903376405,340263,1642222509,45.902382,992.171631,23.17857,545115.8125,7,1,0,0
2,1903386950,340267,1642222509,46.624123,991.70813,21.821276,362221.4375,7,1,0,0
4,1903401543,340271,1642222509,48.735142,991.500916,20.27042,789058,7,1,0,0
5,1903406917,340275,1642222509,48.385853,991.679016,20.548033,835406.875,7,1,0,0
7,1903382597,340282,1642222509,49.481922,991.648438,19.56555,436673.7813,7,1,0,0
0,1903370310,340286,1642222509,45.668453,991.865784,22.960718,457755.9375,7,1,0,0
3,1903384649,340289,1642222509,46.957626,991.869019,21.696613,644430.4375,7,1,0,0
6,1903394118,340418,1642222509,50.004971,991.677307,19.231527,476279.0625,7,1,0,0
1,1903376405,340963,1642222509,46.136497,992.190369,23.11562,634252.0625,8,1,0,0
2,1903386950,340967,1642222509,46.877068,991.68457,21.751965,429260.125,8,1,0,0
4,1903401543,340971,1642222509,48.99604,991.49646,20.196783,947271.0625,8,1,0,0
5,1903406917,340975,1642222509,48.636406,991.686157,20.490643,937514.3125,8,1,0,0
7,1903382597,340981,1642222509,49.733879,991.632935,19.490278,499268.6563,8,1,0,0
0,1903370310,340986,1642222509,45.885723,991.884094,22.916441,527427.25,8,1,0,0
3,1903384649,340989,1642222509,47.23037,991.912292,21.601788,745812.0625,8,1,0,0
6,1903394118,341118,1642222509,50.253559,991.681091,19.084789,531948.0625,8,1,0,0
1,1903376405,341676,1642222510,46.274952,992.215576,23.007488,685179,9,0,0,0
2,1903386950,341692,1642222510,47.008602,991.680237,21.690195,466196.2188,9,0,0,0
4,1903401543,341708,1642222510,49.123985,991.489136,20.086924,1048374.688,9,0,0,0
5,1903406917,341724,1642222510,48.779217,991.687927,20.398897,1000732.938,9,0,0,0
6,1903394118,341741,1642222510,50.389153,991.686462,18.9904,565902.1875,9,0,0,0
7,1903382597,341757,1642222510,49.871307,991.634338,19.401833,535284.875,9,0,0,0
0,1903370310,341773,1642222510,46.001938,991.902222,22.825689,567313,9,0,0,0
3,1903384649,341789,1642222510,47.379368,991.891052,21.492443,797352.5625,9,0,0,0
1,1903376405,342491,1642222511,46.272434,992.197021,22.86701,714584.8125,0,1,0,0
2,1903386950,342495,1642222511,46.864422,991.663879,21.504084,480977,0,1,0,0
4,1903401543,342499,1642222511,49.008583,991.449951,19.965754,1096359.75,0,1,0,0
5,1903406917,342503,1642222511,48.791744,991.666748,20.27133,1034082.313,0,1,0,0
7,1903382597,342509,1642222511,49.868763,991.624878,19.195599,556673,0,1,0,0
3,1903384649,342514,1642222511,47.467758,991.879761,21.362335,822820.4375,0,1,0,0
6,1903394118,342646,1642222511,50.492104,991.700928,18.888424,595521.9375,0,1,0,0
0,1903370310,342652,1642222511,46.095417,991.886536,22.666855,607715.125,0,1,0,0
1,1903376405,342772,1642222511,45.819309,992.229614,22.767836,102400000,1,1,0,0
2,1903386950,342776,1642222511,46.510296,991.770386,21.429123,65733200,1,1,0,0
4,1903401543,342779,1642222511,48.612217,991.518127,19.87401,102400000,1,1,0,0
5,1903406917,342783,1642222511,48.358292,991.713074,20.21454,102400000,1,1,0,0
7,1903382597,342789,1642222511,49.423389,991.687927,19.182249,86745200,1,1,0,0
3,1903384649,342795,1642222511,46.967731,991.935913,21.271719,102400000,1,1,0,0
6,1903394118,342926,1642222511,49.972328,991.71344,18.827171,102400000,1,1,0,0
0,1903370310,342932,1642222511,45.574974,991.903198,21.412771,102400000,1,1,0,0
1,1903376405,344171,1642222513,44.777134,992.138,22.592415,102400000,2,1,0,0
2,1903386950,344176,1642222513,45.508629,991.723877,21.275152,58553496,2,1,0,0
